name,pitcher,pitches,hand,fastball,avg_velo,max_velo,offspeed_rate,primary_offspeed,avg_rel_ext,release_angle_ground
Beau Brieske,689225,1287,R,FF,93.36195286195286,96.1,0.466977466977467,CH,5.809479409479409,79.98298579571879
Vince Velasquez,592826,1286,R,FF,93.75256637168141,97,0.4797822706065319,SL,6.585591900311527,77.33608286533426
Joan Adon,672851,1204,R,FF,94.72271573604061,98.1,0.3064784053156146,CB,6.325333333333333,66.97382807222178
Dane Dunning,641540,2548,R,FT,89.78635917566241,93.7,0.4803767660910518,SL,6.572174254317112,64.7212499054687
Kyle Gibson,502043,2739,R,FT,92.51194805194805,96,0.38298649142022634,SL,6.712230741146404,69.85745870954764
Nathan Eovaldi,543135,1739,R,FF,96.16971514242879,100.3,0.515813686026452,SP,6.648821161587119,66.63666978719182
Chad Kuhl,641771,2375,R,FT,92.84920159680638,96.4,0.5532631578947369,SL,6.355728727885426,67.41426114081891
Carlos Hernández,672578,1035,R,FF,93.3895145631068,101.9,0.49951690821256034,KC,6.583516483516483,80.0812302864939
Chris Archer,502042,1787,R,FF,92.95188087774295,96.7,0.642977056519306,SL,6.177336317851148,77.63773672188172
Connor Overton,656818,469,R,FT,90.45503875968993,92.7,0.5095948827292112,SL,6.132409381663113,73.76792159364473
José Berríos,621244,2721,R,FF,93.95131926121373,97.6,0.46306504961411243,CB,6.402168320470415,62.21101811251293
Bryce Elder,693821,873,R,FT,89.8048780487805,92.8,0.3883161512027491,SL,5.827605956471936,78.38016158477433
Taijuan Walker,592836,2499,R,FF,92.9753052917232,96.5,0.5254101640656262,SP,5.968027210884354,71.11060086742249
Luis Garcia,677651,2468,R,FF,93.45077071290945,97.4,0.28322528363047,CB,6.097811993517018,76.77489968994759
Spenser Watkins,657093,1642,R,FF,90.60142857142857,94.5,0.3185140073081608,SL,6.220049049662784,73.52036310493568
JT Brubaker,664141,2381,R,FT,91.94969939879759,95.6,0.5216295674086519,SL,5.642857142857143,69.61321285737574
Michael Rucker,621074,893,R,FF,91.3386189258312,98.8,0.5599104143337066,SL,6.1359212050984935,70.63415711960864
Matt Wisler,605538,749,R,FF,88.7453125,90.5,0.9145527369826435,SL,5.787716955941255,75.00241588044285
Ronald Bolaños,671790,332,R,FT,93.82072072072071,99.1,0.4548192771084338,SL,6.583734939759037,72.15405325000714
Chris Stratton,608717,1100,R,FF,93.55485232067511,96.2,0.5509090909090909,CB,6.550090909090909,73.93146537594673
Ian Kennedy,453178,867,R,FF,93.60780141843972,95.9,0.1637831603229527,CH,6.602998846597463,75.61526932571296
Spencer Strider,675911,2277,R,FF,99.20026229508197,103.6,0.3302591128678085,SL,6.9160369068541305,69.7694203591771
Jeurys Familia,544727,817,R,FT,94.42433862433863,97.8,0.2962056303549572,SL,5.78531211750306,76.74695725706711
Andrés Machado,600921,997,R,FT,95.95892857142857,98.8,0.35707121364092276,SL,6.809929789368105,71.71372814456802
Jaime Barria,642545,1123,R,FF,91.66150627615063,94.2,0.6073018699910953,SL,6.021638468388246,73.42150489896565
Corey Knebel,608349,794,R,FF,95.93447653429602,98.6,0.3022670025188917,KC,6.499874055415617,75.11086472319757
Reyes Moronta,606625,640,R,FF,95.5741935483871,99.8,0.4671875,SL,6.3715625000000005,76.96069776094156
Jake Cousins,664776,267,R,FT,96.04086956521739,98.6,0.5692883895131087,SL,6.781647940074906,55.00811341833584
Javy Guerra,642770,330,R,FT,95.86850828729281,99.7,0.29393939393939394,SL,5.834042553191489,74.92678788215154
Kendall Graveman,608665,1035,R,FT,96.60874439461884,99.5,0.45120772946859905,SL,6.313719806763285,79.23873860035272
Steven Wilson,621051,874,R,FF,95.74473684210527,98.8,0.47826086956521735,SL,6.783981693363844,72.20881139604296
Joe Jiménez,641729,937,R,FF,96.28056951423785,98.7,0.3628601921024546,SL,6.761686232657417,67.52344017554987
James Norwood,656803,370,R,FF,96.76833333333333,99.3,0.5027027027027027,SP,6.546756756756757,73.04017294070304
Joel Payamps,606303,952,R,FF,94.31221374045802,96.9,0.49789915966386555,SL,5.916596638655462,68.29792989715558
Sean Reid-Foley,656887,196,R,FF,96.75842696629213,99.6,0.5306122448979591,SL,6.921428571428572,77.6095545817018
Liam Hendriks,521230,948,R,FF,98.80749128919861,101.5,0.39451476793248946,SL,7.0235232067510545,74.56026747143525
Wil Crowe,640444,1380,R,FT,94.68503401360545,98.3,0.6239130434782609,SL,6.500507246376811,70.35585368153686
Lucas Sims,608371,129,R,FF,92.24545454545455,94.2,0.5736434108527132,SL,5.548062015503876,75.10521167749864
Jorge López,605347,1160,R,FT,97.7617094017094,100.8,0.4508620689655172,KC,6.326379310344827,69.69558648823649
Matt Barnes,598264,693,R,FF,95.72232704402516,98.1,0.5411255411255411,KC,6.765656565656566,75.48530407036696
Anthony Bender,669622,274,R,FT,96.52453987730061,99.3,0.3868613138686131,SL,5.880656934306569,77.03205841046488
Adam Ottavino,493603,1057,R,FT,94.97412790697675,97.9,0.499526963103122,SL,6.819715639810426,63.63965984878426
David Bednar,670280,842,R,FF,96.78248337028825,99.4,0.46318289786223277,CB,6.457007125890736,68.61989534744099
Luis García,472610,965,R,FT,99.05322896281801,102.6,0.4507772020725388,SL,6.601243523316062,67.0661397361824
J. P. Feyereisen,656420,344,R,FF,91.12418300653594,93,0.555232558139535,SL,5.805523255813953,84.35189487058648
Dauri Moreta,664294,613,R,FF,95.85645161290323,99.2,0.4453507340946167,SL,6.246166394779771,79.77828013361716
Anthony Bass,542914,986,R,FT,95.63979933110367,97.8,0.5973630831643002,SL,6.400304259634888,75.44768444595266
Erik Swanson,657024,879,R,FF,93.60497925311203,97.7,0.45164960182025027,SP,6.7468571428571424,80.2548563078051
Emmanuel Clase,661403,921,R,CUT,100.17727272727272,104.4,0.3811074918566775,SL,6.477958740499457,82.930749093625
Ryan Brasier,518489,985,R,FF,96.4271264367816,99.3,0.44263959390862945,SL,6.743045685279188,76.42261153008693
Kyle Finnegan,640448,1053,R,FT,97.44421686746988,100.8,0.2117758784425451,SL,6.5648622981956315,72.57384012342219
Noé Ramirez,598287,837,R,FF,88.84698412698413,91.7,0.6236559139784946,CB,6.025,63.01567516200687
Miguel Castro,612434,515,R,FT,98.1936170212766,100.3,0.6349514563106796,SL,6.573046875,65.15064536328751
Jhoan Duran,661395,1023,R,FF,100.61614173228347,103.4,0.5034213098729228,CB,6.18475073313783,71.82412337888827
Art Warren,605521,655,R,FF,93.72161172161172,98.4,0.583206106870229,SL,6.366870229007634,68.97541162329689
Clay Holmes,605280,976,R,FT,96.30511508951406,101,0.19774590163934427,SL,6.071282051282052,81.7928759265732
Erasmo Ramírez,541640,1222,R,CUT,89.35428571428571,93.5,0.10147299509001637,CB,6.4095823095823095,67.2215515930546
Scott Effross,664123,815,R,FT,89.43623188405797,91.6,0.5484662576687116,SL,5.914233128834356,39.847607082833605
Seth Martinez,661527,592,R,FF,92.6895,95.2,0.42736486486486486,SL,6.850337837837838,63.11343898873018
Zach Jackson,667427,887,R,FF,92.716875,95.9,0.45659526493799324,SL,5.170349492671928,84.73387800848329
Bryan Baker,641329,1181,R,FF,96.43499245852188,100.6,0.17442845046570704,CH,6.494411515664691,84.08748583405018
Joey Krehbiel,607216,977,R,FF,94.07366863905325,96.9,0.3694984646878198,CH,6.2014329580348,75.54055764244939
Joe Barlow,669618,554,R,FF,93.41381578947369,97.1,0.6895306859205776,SL,5.997649186256782,86.82416222899579
John Brebbia,605154,1091,R,FF,94.96388888888889,98.2,0.538038496791934,SL,6.7303391384051325,72.2628574521034
Mauricio Llovera,661440,306,R,FT,95.5236641221374,97.5,0.5555555555555556,SL,6.296732026143791,67.80080325953166
Michael Fulmer,605242,1043,R,FF,94.66100628930818,98,0.7152444870565676,SL,6.480441035474593,68.66583048301024
Cole Sulser,642121,619,R,FF,92.19185667752443,95.4,0.5040387722132472,CH,6.732200647249191,73.56580718965084
Félix Bautista,642585,995,R,FF,99.1472131147541,104,0.38592964824120607,SP,6.4396378269617705,84.39012767006952
Cody Stashak,664054,227,R,FF,89.88378378378378,91.9,0.5110132158590308,SL,5.908810572687225,81.02582494895758
Craig Kimbrel,518886,1077,R,FF,96.44159891598916,99.5,0.3147632311977716,KC,6.690993500464253,58.598010249091985
Diego Castillo,650895,839,R,FT,92.06858237547893,96.5,0.6328963051251489,SL,5.369424460431655,81.89475566964903
Trevor Gott,641627,761,R,CUT,91.22558139534884,94.1,0.11432325886990802,CB,6.095795006570302,59.69489220239238
Joe Smith,501925,450,R,FT,83.54468085106383,86.5,0.2733333333333333,SL,6.548222222222222,50.40038221941566
Dany Jiménez,666204,539,R,FF,93.14019607843137,96.2,0.6159554730983302,SL,5.784786641929499,87.37119740885245
Ryne Stanek,592773,895,R,FF,97.47839388145316,100.7,0.41564245810055866,SP,6.0202234636871506,85.32506274344749
Nick Sandlin,680704,740,R,FT,93.6455,96,0.5216216216216216,SL,6.556891891891892,52.733499826087666
Evan Phillips,623465,923,R,CUT,93.81209677419355,96.3,0.4420368364030336,SL,6.44442036836403,65.73360494454889
Trevor May,543507,465,R,FF,97.22458333333333,99.4,0.47526881720430114,SL,7.04516129032258,77.99406508003891
Hirokazu Sawamura,617228,838,R,FF,95.9482843137255,98.3,0.5119331742243437,SP,6.302625298329356,74.56949531385534
Ryan Thompson,657044,679,R,FT,89.95462962962964,93.4,0.40795287187039764,SL,6.632695139911634,47.36277515578584
Adam Wainwright,425794,3133,R,FT,88.94844649021864,93.3,0.36674114267475266,CB,6.414240102171137,79.91449525351337
Frankie Montas,593423,2327,R,FF,95.47043740573152,98.5,0.4073914911903739,SP,5.923248818220885,79.38519917697015
Elieser Hernández,622694,1095,R,FF,91.43813559322034,94.6,0.49589041095890407,SL,6.568864468864469,70.12586571497094
Hunter Greene,668881,2200,R,FF,98.79788851351351,102.6,0.46181818181818185,SL,6.382863636363636,68.11773212537993
Aaron Nola,605400,3039,R,FF,93.54197044334975,96.9,0.4126357354392892,KC,6.89466929911155,69.0519115477162
Adrian Houser,605288,1848,R,FT,94.32746878547105,97.3,0.3457792207792208,SL,6.57509474824039,79.3576875693209
Yu Darvish,506433,2971,R,CUT,87.26414913957935,94.9,0.30528441602154155,SL,6.616021541568496,68.07989119077637
Lucas Giolito,608337,2753,R,FF,93.49786422578184,96.8,0.523065746458409,CH,6.7988008720930235,77.32424136656427
Dylan Bundy,605164,2180,R,FF,88.22161849710983,92,0.5330275229357798,SL,5.828165137614679,74.43941383031051
Ian Anderson,666120,2005,R,FF,94.89094693028096,97.7,0.5201995012468827,CH,6.903753753753754,75.82673981750509
Tylor Megill,656731,791,R,FF,96.45555555555555,100.9,0.41213653603034134,SL,7.273951715374841,72.06911736518438
Kyle Hendricks,543294,1347,R,FT,85.72572115384615,87.9,0.42538975501113585,CH,5.667780252412769,70.56162937482169
Antonio Senzatela,622608,1521,R,FF,94.28270401948843,98.4,0.41025641025641024,SL,6.014003944773176,70.19177200054541
Aaron Civale,650644,1587,R,CUT,84.55934664246824,89,0.34467548834278516,CB,5.789066496163683,83.15856587803653
Zach Thompson,605507,2080,R,CUT,86.75180375180375,91,0.29375,CB,6.207359307359307,82.36803834163157
Kyle Bradish,680694,1993,R,FF,95.2554678692221,99.2,0.5117912694430506,SL,6.529503261414952,75.44561774465858
José Urquidy,664353,2640,R,FF,92.61515804597701,95.6,0.4242424242424243,CH,5.930795454545454,76.65483982520078
Corey Kluber,446372,2454,R,CUT,86.6027446300716,89.6,0.37571312143439284,CB,6.36760391198044,71.0039776280153
Aaron Sanchez,592717,1006,R,FT,93.16926829268293,96.3,0.3966202783300199,CB,6.802191235059761,73.29447664408733
Spencer Howard,675921,692,R,FF,94.53591954022988,97.7,0.1445086705202312,CB,6.450433526011561,71.62608974566157
Matt Brash,666374,935,R,FF,96.3202380952381,100.1,0.6406417112299465,SL,6.421374865735768,65.86913984821432
Jimmy Herget,623474,996,R,FT,88.09122807017543,90.9,0.6847389558232932,SL,5.034337349397591,64.82106620955408
Albert Abreu,656061,707,R,FT,99.04198250728862,102,0.39321074964639324,SL,6.557284299858558,71.93266106952247
Tanner Houck,656557,918,R,FT,94.26580882352941,97.6,0.46840958605664484,SL,6.214923747276688,61.270860688582374
Luis Frías,666818,356,R,FF,96.07297297297298,100.4,0.3764044943820225,SL,6.236901408450704,78.82899326621825
Beau Sulser,676641,360,R,CUT,88.45121951219512,91.6,0.4,CH,6.418333333333333,73.60216468618765
Nick Nelson,656793,1204,R,FF,95.96324951644101,98.5,0.5705980066445182,CH,6.218853820598007,67.91577517058084
Jeff Hoffman,656546,848,R,FF,94.34113636363637,97.6,0.47995283018867924,CH,6.458747044917257,67.87841138373288
Wily Peralta,503449,694,R,FF,94.4628272251309,97,0.5057636887608069,SL,5.750649350649351,80.43983309345151
Matt Festa,670036,897,R,FF,92.82835051546392,95.2,0.5652173913043478,SL,6.338015607580825,67.44851252776076
Julian Merryweather,657240,417,R,FF,97.59953488372093,100.6,0.4844124700239808,SL,6.567146282973621,74.92472310829535
Drew Smith,622098,780,R,FF,94.82542787286063,97.7,0.47435897435897434,SL,5.912580231065468,70.00190432622225
Cody Poteet,547001,448,R,FF,94.14033613445378,96.9,0.625,CH,5.816331096196868,75.22652529170355
Austin Voth,608723,1762,R,FF,93.11652892561983,96.5,0.3706015891032917,CB,6.189267461669506,65.55988421418353
Ryan Burr,621114,149,R,FF,95.61369863013698,97.2,0.06040268456375839,SL,6.801342281879195,77.16665458124284
Phoenix Sanders,676637,215,R,FF,88.63454545454546,90.2,0.7441860465116279,SL,5.981220657276995,78.13368772522924
Phil Maton,664208,1089,R,FF,92.60765957446809,95.1,0.49678604224058764,CB,7.1171717171717175,73.60997539104252
Will Vest,676684,1083,R,FF,94.73498349834983,97.6,0.4376731301939058,SL,6.120590951061865,66.87273377233058
Jandel Gustave,594311,466,R,FT,94.96,97.7,0.3648068669527897,SL,5.8343347639484975,73.36236591869704
Dylan Coleman,669395,1205,R,FF,98.18613569321533,101.4,0.42489626556016596,SL,6.581078838174274,70.3915231498597
Luis Cessa,570666,1234,R,FT,91.65185185185184,95.5,0.5810372771474879,SL,5.666311475409836,80.82176813215898
Austin Warren,681810,266,R,FF,93.62682926829268,95.9,0.462406015037594,SL,6.37218045112782,70.69630227144567
Robert Suarez,663158,801,R,FF,98.56991404011461,102.6,0.2546816479400749,CH,6.765667915106118,76.66675706389614
Collin Snider,676092,583,R,FT,95.26325088339223,98.5,0.5128644939965695,SL,6.049571183533447,64.93110083879006
Wyatt Mills,670090,503,R,FF,92.481592039801,95.9,0.37773359840954274,SL,6.749304174950298,42.96981013270437
Chad Green,643338,241,R,FF,94.96776315789474,97.3,0.36514522821576767,CB,6.666390041493776,74.1215114957703
Bryan Abreu,650556,1019,R,FF,97.299128540305,100.9,0.5456329735034348,SL,6.442100098135427,70.48183470196146
Mark Leiter,643410,1086,R,FT,91.67380952380952,94.4,0.4438305709023941,CH,6.624217311233886,76.93936505184624
Penn Murfee,682171,1003,R,FF,89.16456310679612,91.9,0.5104685942173479,SL,6.3427716849451645,46.85503872350293
Garrett Richards,572070,708,R,FF,93.94431818181818,96,0.7471751412429379,SL,5.9748587570621465,68.03342166938643
Paolo Espino,502179,1873,R,FF,88.83203559510568,91.7,0.5200213561131874,CB,6.487346502936465,74.15983423240233
Enyel De Los Santos,660853,845,R,FF,93.23131115459883,97.2,0.3952662721893491,SL,6.019591346153846,69.74105692454303
Alex Lange,656638,1046,R,FT,96.34463087248322,99.4,0.6826003824091778,CB,6.437762906309751,65.55643022368103
Trevor Richards,670950,1163,R,FF,93.46328125,95.6,0.5597592433361995,CH,6.405760963026656,69.47074482559637
Tyler Beede,595881,1072,R,FF,96.09488188976378,99.6,0.5317164179104478,CH,6.50625,71.12942699149588
Nick Wittgren,621295,481,R,FF,92.28571428571429,94.4,0.3388773388773389,CH,6.863409563409563,67.94429978962458
Domingo Acevedo,642758,1005,R,FF,91.9193853427896,94.4,0.5671641791044777,SL,5.780597014925373,69.913638422912
Alex Colomé,517008,803,R,CUT,90.77802359882006,94.1,0,CH,6.167496886674969,77.32689477656403
Kenley Jansen,445276,1006,R,CUT,92.5533950617284,97.9,0.1312127236580517,SL,6.9133000000000004,79.96244691085455
Trent Thornton,663423,664,R,FF,93.5768953068592,96.6,0.5391566265060241,SL,6.081626506024096,76.88987530172932
Shawn Armstrong,542888,1047,R,FT,95.99222520107239,99,0.06685768863419293,SL,6.608882521489972,71.2372074766465
Trevor Stephan,663986,1032,R,FF,96.0572301425662,99.7,0.5242248062015504,SP,6.564516129032258,72.36593300276684
Kervin Castro,665645,239,R,FF,75.92576687116565,96.4,0.24686192468619247,CB,6.872549019607844,79.01861647856265
Matt Foster,641582,768,R,FF,93.42625,96.6,0.47395833333333337,SL,6.136458333333334,79.13874199433593
Hansel Robles,570663,422,R,FF,95.82809523809524,98.6,0.495260663507109,SL,6.2672985781990525,79.56107198465712
Yunior Marte,628708,856,R,FT,96.73973941368078,99.1,0.3808411214953271,SL,6.253621495327103,74.61305895791862
Justin Grimm,518748,277,R,FF,93.37280701754386,95.6,0.5884476534296029,SL,6.836823104693141,71.80618065098099
Ethan Roberts,681799,177,R,CUT,93.59663865546219,95.9,0.3220338983050847,SL,6.263276836158192,64.71832560959783
Ryan Tepera,572193,892,R,FF,92.55425531914894,95.1,0.5168161434977578,SL,6.367264573991031,70.67359453701864
Brusdar Graterol,660813,675,R,FT,99.10590277777777,101.9,0.1925925925925926,SL,5.852740740740741,75.08125026133568
Heath Hembree,592390,396,R,FF,94.65776699029126,97.7,0.4797979797979798,SL,6.606060606060606,80.73596543862998
David Phelps,475479,1151,R,FF,91.23115727002967,93.5,0.33883579496090355,KC,5.2764552562988705,68.55418583320164
Hector Neris,593576,1012,R,FF,93.72843373493976,96.4,0.37450592885375494,SP,6.209189723320158,73.50518711089275
Raisel Iglesias,628452,979,R,FF,94.6928338762215,98.3,0.5005107252298263,SL,6.179060265577119,70.3115855566044
Ashton Goudeau,623485,375,R,FF,92.71699029126214,96.1,0.45066666666666666,CB,6.370933333333333,71.4173110643686
Craig Stammen,489334,701,R,FT,92.24444444444444,94.8,0.2339514978601997,SL,6.780171184022825,66.43221882941846
Phil Bickford,641360,990,R,FF,95.06760772659733,98.3,0.3191919191919192,SL,6.818585858585859,63.87689932041917
Jhoulys Chacín,468504,786,R,FT,92.58042704626334,95.2,0.5534351145038168,SL,5.922010178117048,80.63344326448217
Alexis Díaz,664747,1056,R,FF,95.68155197657394,102.1,0.353219696969697,SL,7.470301850048686,68.27302670962894
Andre Pallante,669467,1753,R,FF,95.512277019937045,99.2,0.3645179691956646,SL,6.5731958762886595,71.94122895288635
Steve Cishek,518553,1175,R,FT,91.86708860759494,95,0.37531914893617024,SL,7.602127659574468,51.71301651735189
Kodi Whitley,676831,272,R,FF,93.41492537313432,97.6,0.5073529411764706,CH,6.402941176470589,84.87759004081508
Chris Flexen,623167,2204,R,FF,90.90768348623853,94.4,0.27994555353901995,CH,5.98047229791099,82.75975208664009
Michael Kopech,656629,2011,R,FF,95.13223207091056,100.3,0.38239681750372945,SL,6.611609367214748,69.33591410457886
Zack Wheeler,554430,2358,R,FF,97.59979736575481,100.7,0.405852417302799,SL,7.226505513146734,73.35523057963847
Justin Verlander,434378,2607,R,FF,94.1857794676806,99.6,0.49558879938626776,SL,6.070951650038373,76.97849384773093
Tyler Mahle,641816,2101,R,FF,93.68238007380074,98.2,0.3545930509281295,SP,6.595573536411233,71.04130701958077
Alek Manoah,666201,2949,R,FF,94.30189035916824,98.3,0.38284164123431674,SL,6.6614654002713705,68.07491786937005
Freddy Peralta,642547,1353,R,FF,93.70013458950201,99,0.450849963045085,SL,7.0679970436068,63.03379005847859
Cal Quantrill,615698,2920,R,FT,93.86019711902956,97.9,0.16095890410958905,CH,6.359554794520548,78.68377179841961
Brad Keller,641745,2275,R,FF,94.38865336658354,98,0.4114285714285714,SL,5.952615384615385,76.68942013785603
Dakota Hudson,641712,2253,R,FT,92.26570351758794,95.4,0.4442964935641367,SL,6.298934753661785,73.29421625142677
Kyle Wright,657140,2697,R,FT,94.80387596899224,98.7,0.5672969966629589,CB,6.535658627087199,72.12774130003594
Nick Martinez,607259,1720,R,FF,92.56,95.7,0.4145348837209303,CH,5.929883720930232,73.2365826148806
Jameson Taillon,592791,2801,R,FF,94.48398398398399,98.1,0.42092109960728313,SL,6.57012151536812,76.82204350236115
Corbin Martin,656686,429,R,FF,93.81744680851064,96.5,0.4522144522144522,CB,6.284848484848485,70.32495011371688
Bailey Ober,641927,854,R,FF,92.57565632458234,95.4,0.509367681498829,SL,6.998126463700234,73.10690688719156
Garrett Whitlock,676477,1165,R,FT,96.93169319826339,99.6,0.37768240343347637,CH,7.251416309012876,74.08386024279203
Mike Baumann,657508,580,R,FF,95.60394265232975,98.7,0.5189655172413794,SL,6.444905008635579,74.63301443804939
Griffin Jax,643377,1157,R,FF,94.66974358974359,97.2,0.6629213483146068,SL,5.8720829732065685,81.40860202289467
Aaron Brooks,605156,154,R,FT,92.43846153846154,94.7,0.512987012987013,CH,6.21038961038961,66.60272951942856
Miguel Yajure,664337,471,R,FF,92.44545454545454,95.2,0.554140127388535,CB,6.073460721868365,77.06200012077706
Tony Santillan,663574,408,R,FF,95.5529702970297,98.2,0.5049019607843137,SL,5.989950980392157,66.42113226000427
Taylor Widener,642203,329,R,FF,94.34394618834081,98,0.3161094224924012,SL,6.630395136778115,63.94519174586215
Hunter Strickland,519326,1082,R,FF,93.4508256880734,97.2,0.422365988909427,SL,6.020131086142322,62.32910158413084
Humberto Castellanos,528748,748,R,FT,89.64876033057851,93.2,0.5775401069518716,SL,6.024732620320855,67.40569027184677
Ron Marinaccio,676760,757,R,FF,94.81671641791044,97.3,0.5574636723910171,CH,6.663408190224571,59.2385083071767
Andrew Bellatti,571479,963,R,FF,93.35192802056555,95.5,0.5960539979231568,SL,5.874766355140187,73.81519479530829
José Ruiz,614179,1115,R,FF,96.16146616541353,99,0.5210762331838565,CB,5.890672645739911,75.87666131833215
John Schreiber,670167,1020,R,FF,95.06644295302013,98.2,0.4519607843137255,SL,6.552843137254902,53.86234326507699
Jacob Barnes,606930,361,R,FF,95.87167630057803,99.9,0.09695290858725762,SL,6.746260387811635,71.58892819560783
Tyler Kinley,641755,376,R,FF,94.3907514450867,97.3,0.5265957446808511,SL,5.573936170212766,82.52181973173239
Josh Staumont,622251,731,R,FF,96.5662198391421,101,0.3488372093023256,CB,6.6083561643835615,83.56728869791935
Nabil Crismatt,622503,1062,R,FF,91.82459677419355,95.5,0.7090395480225989,CH,7.092278719397363,66.57958194413038
Víctor Arano,644364,678,R,FT,93.50136054421769,96.5,0.4690265486725664,SL,6.211669128508124,71.36142677672356
Rafael Montero,606160,1093,R,FF,95.87168674698795,98.9,0.31564501372369624,CH,6.131015553522415,73.93125838940318
Scott Barlow,605130,1198,R,FF,94.82083333333334,98.2,0.7570951585976627,SL,6.798747913188648,68.7413341970776
Matt Bush,456713,909,R,FF,96.93963963963964,99.2,0.35203520352035206,CB,6.22992299229923,79.80285267703248
Devin Williams,642207,1068,R,FF,95.97741935483872,99.5,0.5805243445692884,CH,7.426685393258427,69.71698747266808
